label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
0|1365|1829|1996|1997|report first international workshop real time database systems sang hyuk son kwei jay lin azer bestavros sigmod record|secure transaction processing firm real time database systems international conference management data binto george jayant haritsa|49|56|52|19|19|6|0.3157894736842105|0.3157894736842105
1|403|1894|1996|1996|the aggregate data problem system for their definition and management sigmod record leonardo tininini antonia bezenchek maurizio rafanelli|the aggregate data problem system for their definition and management rafanelli bezenchek tininini acm sigmod record|73|88|76|19|19|16|0.8421052631578947|0.8421052631578947
0|1333|819|2001|1999|spatial data management for computer aided design sigmod conference andreas ller marco tke thomas seidl hans peter kriegel|networked data management design points james hamilton very large data bases|46|50|49|20|11|3|0.2727272727272727|0.15
0|1466|1898|1995|1996|document management database problem rudolf bayer vldb|the mariposa distributed database management system acm sigmod record jeff sidell|43|49|49|9|11|2|0.2222222222222222|0.18181818181818182
0|2540|1408|1994|2001|join index hierarchies for supporting efficient navigations object oriented databases jiawei han zhaohui xie vldb|efficient index structures for string databases tamer kahveci ambuj singh very large data bases|46|48|51|16|15|4|0.26666666666666666|0.25
1|1290|385|2000|2000|approximate search engine for structural databases kaizhong zhang qicheng jason tsong wang xinhuan zheng xiong wang dennis shasha zasha weinberg bruce shapiro sigmod conference|approximate search engine for structural databases jason wang xiong wang dennis shasha bruce shapiro kaizhong zhang qicheng zasha weinberg international conference management data|66|84|68|27|29|22|0.8148148148148148|0.7586206896551724
0|1788|577|2003|1994|supporting top join queries relational databases walid aref ahmed elmagarmid ihab ilyas vldb|efficiently instantiating view objects from remote relational databases byung suk lee gio wiederhold the vldb journal the international journal very large data bases|42|48|49|17|22|3|0.17647058823529413|0.13636363636363635
0|476|1649|2002|1994|sideway value algebra for object relational databases meral zsoyoglu gultekin zsoyoglu abdullah hamdani zgÃ ulusoy selma ayse zel ismail sengÃ altingÃ vde vldb|formal query languages for secure relational databases marianne winslett kenneth smith xiaolei qian acm transactions database systems tods|46|46|50|26|19|3|0.15789473684210525|0.11538461538461539
1|1088|280|"2000|2001"|"2000|2001"|materialized view and index selection tool for microsoft sql server vivek narasayya sanjay agrawal surajit chaudhuri sigmod conference|materialized view and index selection tool for microsoft sql server sanjay agrawal surajit chaudhuri vivek narasayya international conference management data|77|86|81|19|22|17|0.8947368421052632|0.7727272727272727
0|2151|1873|2000|1996|secure bufering firm real time database systems vldb jayant haritsa binto george|report first international workshop real time database systems azer bestavros kwei jay lin sang son acm sigmod record|54|51|55|15|19|4|0.26666666666666666|0.21052631578947367
0|2472|173|1995|1998|metrics for accessing heterogeneous data there any hope panel michael stonebraker nicholas belkin gio wiederhold erich neuhold leonard seligman vldb|sql open heterogeneous data access berthold reinwald hamid pirahesh international conference management data|47|46|51|22|14|2|0.14285714285714285|0.09090909090909091
0|2550|1216|2000|2000|guest editorial malcolm atkinson vldb|guest editorial paolo atzeni alberto mendelzon the vldb journal the international journal very large data bases|43|43|66|7|16|3|0.42857142857142855|0.1875
0|1655|1309|1996|1994|building knowledge base management systems thodoros topaloglou adel shrufi vinay chaudhri dimitris plexousakis john mylopoulos vldb|amalgamating knowledge bases subrahmanian acm transactions database systems tods|42|47|47|18|12|2|0.16666666666666666|0.1111111111111111
1|1869|302|2001|2001|main memory index structures with fixed size partial keys philip bohannon rajeev rastogi peter mcilroy sigmod conference|main memory index structures with fixed size partial keys philip bohannon peter mcllroy rajeev rastogi international conference management data|78|83|82|17|21|15|0.8823529411764706|0.7142857142857143
0|539|1539|2002|1995|tutorial application servers and associated technologies mohan sigmod conference|workflow automation applications technology and research amit sheth international conference management data|48|56|56|10|14|2|0.2|0.14285714285714285
0|18|1011|1997|1998|parametric query optimization vldb raymond timos sellis yannis ioannidis kyuseok shim|design and analysis parametric query optimization algorithms very large data bases sumit ganguly|49|50|56|16|14|3|0.21428571428571427|0.1875
1|766|1135|1996|1996|schemasql language for interoperability relational multi database systems vldb fereidoon sadri laks lakshmanan iyer subramanian|schemasql language for interoperability relational multi database systems very large data bases laks lakshmanan fereidoon sadri iyer subramanian|85|92|83|20|23|19|0.95|0.8260869565217391
0|1993|497|1995|2000|aggregate query processing data warehousing environments vldb venky harinarayan dallan quass ashish gupta|tracing the lineage view data warehousing environment yingwei cui jennifer widom janet wiener acm transactions database systems tods|50|47|51|14|23|3|0.21428571428571427|0.13043478260869565
0|1730|312|1996|2001|fault tolerant architectures for continuous media servers abraham silberschatz rajeev rastogi banu zden prashant shenoy sigmod conference|proxy server architectures for olap panos kalnis dimitris papadias international conference management data|45|47|49|19|15|3|0.2|0.15789473684210525
0|508|1048|2002|1996|anatomy native xml base management system thorsten fiebig till westmann robert schiele guido moerkotte carl christian kanne julia neumann sven helmer vldb|database management systems and the internet very large data bases susan malaika|46|43|54|25|12|1|0.08333333333333333|0.04
0|176|250|1994|1997|fine grained sharing page server oodbms sigmod conference michael carey markos zaharioudakis michael franklin|adaptive fine grained sharing client server oodbms callback based approach markos zaharioudakis michael carey michael franklin acm transactions database systems tods|61|71|73|16|24|13|0.8125|0.5416666666666666
0|2402|1051|2003|1996|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|dwms data warehouse management system narendra mohan very large data bases|50|52|54|18|10|2|0.2|0.1111111111111111
0|828|1774|"18|2002"|"97|1998"|report the british national conference databases bncod carole goble brian read sigmod record|report the second ieee metadata conference metadata ron musick chris miller acm sigmod record|62|57|55|17|14|6|0.42857142857142855|0.35294117647058826
0|810|343|1998|2001|editor notes sigmod record michael franklin|editorial richard snodgrass acm transactions database systems tods|38|48|45|8|9|0|0.0|0.0
0|2308|1342|2000|2001|approximate query processing using wavelets kyuseok shim kaushik chakrabarti minos garofalakis rajeev rastogi vldb|approximate query processing taming the terabytes minos garofalakis phillip gibbon very large data bases|62|60|62|15|16|6|0.4|0.375
0|2151|1472|2000|1995|secure bufering firm real time database systems vldb jayant haritsa binto george|managing intra operator parallelism parallel database systems manish mehta david dewitt very large data bases|49|46|52|15|17|4|0.26666666666666666|0.23529411764705882
0|2512|739|1999|2002|phoenix making applications robust david lomet roger barga sigmod conference|phoenix project fault tolerant applications roger barga david lomet acm sigmod record|63|67|64|12|12|7|0.5833333333333334|0.5833333333333334
1|2264|2170|2000|2000|the zero latency enterprise dave liles vldb|the zero latency enterprise dave liles very large data bases|83|78|93|7|10|6|0.8571428571428571|0.6
1|1930|943|1997|1997|merging ranks from heterogeneous internet sources hector garcia molina luis gravano vldb|merging ranks from heterogeneous internet sources very large data bases luis gravano hector garcia molina|76|88|82|12|15|11|0.9166666666666666|0.7333333333333333
0|690|1885|2001|1996|supporting containment queries relational database management systems sigmod conference guy lohman david dewitt qiong luo jeffrey naughton chun zhang|unisql next generation object relational database management system albert andrea phil janus acm sigmod record|52|55|57|24|17|4|0.23529411764705882|0.16666666666666666
0|228|201|2003|"2|1999"|efficient approximation optimization queries under parametric aggregation constraints dimitrios gunopulos nick koudas divesh srivastava michail vlachos sudipto guha vldb|optimization constrained frequent set queries with variable constraints laks lakshmanan raymond jiawei han alex pang international conference management data|43|49|43|20|24|4|0.2|0.16666666666666666
0|396|1215|2000|1996|rainbow distributed database system for classroom education and experimental research vldb abdelsalam helal hua|experimental object based sharing system for networked databases doug fang shahram ghandeharizadeh dennis mcleod the vldb journal the international journal very large data bases|42|49|47|15|24|4|0.26666666666666666|0.16666666666666666
